employee_key,employee_id,first_name,last_name,email,department,role_family,job_level,manager_employee_id,location,compensation_band_percentile,engagement_score,valid_from,valid_to,is_current,change_reason
326,EMP_0177,Karthik,Kulkarni,karthik.kulkarni@company.com,HR,HR Associate,L1,EMP_0034,Mumbai Office,35.82,4,2024-03-27,,True,Hire
327,EMP_0178,Shweta,Kumbari,shweta.kumbari@company.com,Sales,Sales Manager,L1,EMP_0016,Bengaluru Office,50.98,2,2025-04-18,,True,Hire
328,EMP_0179,Roopa,Patil,roopa.patil@company.com,Customer Success,CS Specialist,L1,EMP_0027,Bengaluru Office,40.86,5,2024-04-16,2025-05-14,False,Hire
329,EMP_0179,Roopa,Patil,roopa.patil@company.com,Customer Success,CS Specialist,L2,EMP_0027,Bengaluru Office,47.77,5,2025-05-15,2026-12-01,False,Promotion
330,EMP_0179,Roopa,Patil,roopa.patil@company.com,Customer Success,CS Specialist,L3,EMP_0027,Bengaluru Office,61.14,4,2026-12-02,,True,Promotion
331,EMP_0180,Anil,Patil,anil.patil@company.com,Engineering,QA Analyst,L1,EMP_0008,Remote - India,46.26,5,2024-11-30,2025-04-15,False,Hire
332,EMP_0181,Shweta,Bhat,shweta.bhat@company.com,Engineering,Software Engineer,L1,EMP_0002,Mumbai Office,93.8,4,2024-01-10,,True,Hire
333,EMP_0182,Shweta,Rao,shweta.rao@company.com,Sales,Business Development Rep,L1,EMP_0042,Remote - India,47.32,4,2025-06-21,2026-09-02,False,Hire
334,EMP_0182,Shweta,Rao,shweta.rao@company.com,Sales,Business Development Rep,L2,EMP_0042,Remote - India,60.97,5,2026-09-03,2028-01-02,False,Promotion
335,EMP_0182,Shweta,Rao,shweta.rao@company.com,Sales,Business Development Rep,L3,EMP_0042,Remote - India,66.45,5,2028-01-03,,True,Promotion
336,EMP_0183,Anil,Joshi,anil.joshi@company.com,HR,HR Associate,L1,EMP_0031,Bengaluru Office,30.23,4,2022-11-10,2025-01-14,False,Hire
337,EMP_0184,Shweta,Shetty,shweta.shetty@company.com,HR,HR Associate,L1,EMP_0034,Mumbai Office,67.07,5,2023-02-08,2024-01-30,False,Hire
338,EMP_0184,Shweta,Shetty,shweta.shetty@company.com,HR,HR Associate,L2,EMP_0034,Mumbai Office,79.88,4,2024-01-31,,True,Promotion
339,EMP_0185,Manjunath,Rao,manjunath.rao@company.com,Customer Success,CS Manager,L1,EMP_0012,Remote - India,54.16,3,2023-11-07,2024-12-05,False,Hire
340,EMP_0185,Manjunath,Rao,manjunath.rao@company.com,Customer Success,CS Manager,L2,EMP_0012,Remote - India,64.65,2,2024-12-06,,True,Promotion
341,EMP_0186,Shweta,Kumbari,shweta.kumbari@company.com,Marketing,SEO Executive,L1,EMP_0041,Hubballi Office,74.13,5,2021-09-13,2023-04-28,False,Hire
342,EMP_0187,Vijay,Nayaka,vijay.nayaka@company.com,Marketing,Content Specialist,L1,EMP_0004,Remote - India,36.15,2,2023-06-16,,True,Hire
343,EMP_0188,Karthik,Desai,karthik.desai@company.com,Customer Success,CS Specialist,L1,EMP_0021,Hubballi Office,22.88,5,2023-02-22,2024-04-28,False,Hire
344,EMP_0188,Karthik,Desai,karthik.desai@company.com,Customer Success,CS Specialist,L2,EMP_0021,Hubballi Office,32.64,4,2024-04-29,,True,Promotion
345,EMP_0189,Shweta,Gowda,shweta.gowda@company.com,Marketing,Content Specialist,L1,EMP_0027,Bengaluru Office,47.08,3,2022-01-07,2023-05-07,False,Hire
346,EMP_0189,Shweta,Gowda,shweta.gowda@company.com,Marketing,Content Specialist,L2,EMP_0027,Bengaluru Office,52.46,4,2023-05-08,,True,Promotion
347,EMP_0190,Deepika,Gowda,deepika.gowda@company.com,Marketing,Marketing Manager,L1,EMP_0014,Bengaluru Office,43.07,4,2023-10-09,2024-09-09,False,Hire
348,EMP_0190,Deepika,Gowda,deepika.gowda@company.com,Marketing,Marketing Manager,L2,EMP_0014,Bengaluru Office,48.55,5,2024-09-10,2026-04-24,False,Promotion
349,EMP_0190,Deepika,Gowda,deepika.gowda@company.com,Marketing,Marketing Manager,L3,EMP_0014,Bengaluru Office,60.74,5,2026-04-25,,True,Promotion
350,EMP_0191,Shweta,Desai,shweta.desai@company.com,Customer Success,CS Manager,L1,EMP_0010,Remote - India,22.44,5,2022-03-15,,True,Hire
351,EMP_0192,Priyanka,Rao,priyanka.rao@company.com,HR,HR Business Partner,L1,EMP_0004,Hubballi Office,51.99,4,2022-12-07,2025-02-10,False,Hire
352,EMP_0193,Vijay,Joshi,vijay.joshi@company.com,Marketing,SEO Executive,L1,EMP_0043,Mumbai Office,76.42,2,2022-08-09,2023-10-15,False,Hire
353,EMP_0193,Vijay,Joshi,vijay.joshi@company.com,Marketing,SEO Executive,L2,EMP_0043,Mumbai Office,84.7,1,2023-10-16,,True,Promotion
354,EMP_0194,Shweta,Desai,shweta.desai@company.com,HR,Talent Acquisition Specialist,L1,EMP_0050,Remote - India,55.91,4,2023-12-16,2024-10-19,False,Hire
355,EMP_0194,Shweta,Desai,shweta.desai@company.com,HR,Talent Acquisition Specialist,L2,EMP_0050,Remote - India,70.38,5,2024-10-20,2026-04-25,False,Promotion
356,EMP_0194,Shweta,Desai,shweta.desai@company.com,HR,Talent Acquisition Specialist,L3,EMP_0050,Remote - India,84.6,4,2026-04-26,,True,Promotion
357,EMP_0195,Sandeep,Nayaka,sandeep.nayaka@company.com,Marketing,SEO Executive,L1,EMP_0002,Hubballi Office,36.63,5,2024-10-06,2026-05-01,False,Hire
358,EMP_0195,Sandeep,Nayaka,sandeep.nayaka@company.com,Marketing,SEO Executive,L2,EMP_0002,Hubballi Office,43.56,5,2026-05-02,,True,Promotion
359,EMP_0196,Manjunath,Bhat,manjunath.bhat@company.com,Marketing,Content Specialist,L1,EMP_0005,Hubballi Office,65.86,3,2022-09-26,2024-03-05,False,Hire
360,EMP_0196,Manjunath,Bhat,manjunath.bhat@company.com,Marketing,Content Specialist,L2,EMP_0005,Hubballi Office,71.13,2,2024-03-06,,True,Promotion
361,EMP_0197,Anil,Nayaka,anil.nayaka@company.com,Marketing,Content Specialist,L1,EMP_0040,Hubballi Office,66.68,2,2024-08-26,2026-01-15,False,Hire
362,EMP_0197,Anil,Nayaka,anil.nayaka@company.com,Marketing,Content Specialist,L2,EMP_0040,Hubballi Office,81.3,3,2026-01-16,,True,Promotion
363,EMP_0198,Roopa,Joshi,roopa.joshi@company.com,Marketing,SEO Executive,L1,EMP_0045,Mumbai Office,45.86,2,2024-12-10,,True,Hire
364,EMP_0199,Kavitha,Kumbari,kavitha.kumbari@company.com,Sales,Sales Manager,L1,EMP_0007,Remote - India,29.08,2,2022-02-10,,True,Hire
365,EMP_0200,Kavitha,Patil,kavitha.patil@company.com,Sales,Sales Manager,L1,EMP_0027,Bengaluru Office,80.84,4,2024-11-03,2026-03-07,False,Hire
366,EMP_0201,Karthik,Desai,karthik.desai@company.com,Engineering,Senior Developer,L1,EMP_0030,Mumbai Office,41.44,5,2023-03-15,2024-06-24,False,Hire
367,EMP_0202,Kavitha,Rao,kavitha.rao@company.com,Engineering,Tech Lead,L1,EMP_0006,Hubballi Office,19.48,4,2022-11-10,2023-10-28,False,Hire
368,EMP_0202,Kavitha,Rao,kavitha.rao@company.com,Engineering,Tech Lead,L2,EMP_0006,Hubballi Office,28.61,5,2023-10-29,,True,Promotion
369,EMP_0203,Manjunath,Desai,manjunath.desai@company.com,Finance,Finance Controller,L1,EMP_0030,Mumbai Office,35.85,5,2021-12-14,2022-09-25,False,Hire
370,EMP_0204,Priyanka,Patil,priyanka.patil@company.com,Finance,Accountant,L1,EMP_0004,Remote - India,43.71,5,2024-10-24,2026-02-04,False,Hire
371,EMP_0204,Priyanka,Patil,priyanka.patil@company.com,Finance,Accountant,L2,EMP_0004,Remote - India,53.52,4,2026-02-05,,True,Promotion
372,EMP_0205,Priyanka,Gowda,priyanka.gowda@company.com,Engineering,QA Analyst,L1,EMP_0039,Mumbai Office,78.06,3,2023-11-21,2024-11-08,False,Hire
373,EMP_0205,Priyanka,Gowda,priyanka.gowda@company.com,Engineering,QA Analyst,L2,EMP_0039,Mumbai Office,87.39,4,2024-11-09,2026-02-24,False,Promotion
374,EMP_0205,Priyanka,Gowda,priyanka.gowda@company.com,Engineering,QA Analyst,L3,EMP_0039,Mumbai Office,93.55,3,2026-02-25,,True,Promotion
375,EMP_0206,Shweta,Rao,shweta.rao@company.com,Marketing,Marketing Manager,L1,EMP_0045,Remote - India,16.01,2,2022-09-03,2023-07-23,False,Hire
376,EMP_0206,Shweta,Rao,shweta.rao@company.com,Marketing,Marketing Manager,L2,EMP_0045,Remote - India,21.14,1,2023-07-24,2024-07-11,False,Promotion
377,EMP_0206,Shweta,Rao,shweta.rao@company.com,Marketing,Marketing Manager,L3,EMP_0045,Remote - India,27.99,2,2024-07-12,,True,Promotion
378,EMP_0207,Kavitha,Patil,kavitha.patil@company.com,Marketing,Content Specialist,L1,EMP_0048,Hubballi Office,93.13,3,2024-02-17,,True,Hire
379,EMP_0208,Vijay,Bhat,vijay.bhat@company.com,Marketing,SEO Executive,L1,EMP_0001,Hubballi Office,38.04,4,2021-09-27,2022-08-10,False,Hire
380,EMP_0208,Vijay,Bhat,vijay.bhat@company.com,Marketing,SEO Executive,L2,EMP_0001,Hubballi Office,48.87,5,2022-08-11,,True,Promotion
381,EMP_0209,Priyanka,Kulkarni,priyanka.kulkarni@company.com,Finance,Accountant,L1,EMP_0024,Remote - India,66.51,4,2023-03-01,2024-03-27,False,Hire
382,EMP_0209,Priyanka,Kulkarni,priyanka.kulkarni@company.com,Finance,Accountant,L2,EMP_0024,Remote - India,71.65,3,2024-03-28,2025-02-01,False,Promotion
383,EMP_0209,Priyanka,Kulkarni,priyanka.kulkarni@company.com,Finance,Accountant,L3,EMP_0024,Remote - India,79.9,4,2025-02-02,,True,Promotion
384,EMP_0210,Karthik,Kumbari,karthik.kumbari@company.com,Sales,Sales Manager,L1,EMP_0020,Mumbai Office,83.72,3,2024-12-14,2026-06-13,False,Hire
385,EMP_0210,Karthik,Kumbari,karthik.kumbari@company.com,Sales,Sales Manager,L2,EMP_0020,Mumbai Office,98.72,2,2026-06-14,,True,Promotion
386,EMP_0211,Deepika,Desai,deepika.desai@company.com,HR,HR Business Partner,L1,EMP_0018,Remote - India,47.53,3,2024-08-17,2025-09-03,False,Hire
387,EMP_0211,Deepika,Desai,deepika.desai@company.com,HR,HR Business Partner,L2,EMP_0018,Remote - India,61.14,4,2025-09-04,2027-04-07,False,Promotion
388,EMP_0211,Deepika,Desai,deepika.desai@company.com,HR,HR Business Partner,L3,EMP_0018,Remote - India,75.05,4,2027-04-08,,True,Promotion
389,EMP_0212,Roopa,Shetty,roopa.shetty@company.com,Finance,Financial Analyst,L1,EMP_0018,Remote - India,47.28,3,2022-08-08,,True,Hire
390,EMP_0213,Anil,Bhat,anil.bhat@company.com,Marketing,Marketing Manager,L1,EMP_0006,Mumbai Office,62.19,3,2024-10-14,2026-01-01,False,Hire
391,EMP_0214,Shweta,Kumbari,shweta.kumbari@company.com,Sales,Business Development Rep,L1,EMP_0039,Mumbai Office,51.53,5,2023-05-29,2024-11-02,False,Hire
392,EMP_0214,Shweta,Kumbari,shweta.kumbari@company.com,Sales,Business Development Rep,L2,EMP_0039,Mumbai Office,65.71,5,2024-11-03,2026-03-22,False,Promotion
393,EMP_0214,Shweta,Kumbari,shweta.kumbari@company.com,Sales,Business Development Rep,L3,EMP_0039,Mumbai Office,80.62,4,2026-03-23,,True,Promotion
394,EMP_0215,Vijay,Bhat,vijay.bhat@company.com,Customer Success,Support Engineer,L1,EMP_0047,Remote - India,80.25,5,2024-03-20,2025-09-10,False,Hire
395,EMP_0215,Vijay,Bhat,vijay.bhat@company.com,Customer Success,Support Engineer,L2,EMP_0047,Remote - India,89.63,4,2025-09-11,,True,Promotion
396,EMP_0216,Priyanka,Rao,priyanka.rao@company.com,Customer Success,CS Manager,L1,EMP_0004,Mumbai Office,26.56,2,2021-08-16,,True,Hire
397,EMP_0217,Priyanka,Bhat,priyanka.bhat@company.com,Engineering,Senior Developer,L1,EMP_0007,Mumbai Office,87.39,5,2024-04-26,2025-07-24,False,Hire
398,EMP_0218,Roopa,Kumbari,roopa.kumbari@company.com,Sales,Business Development Rep,L1,EMP_0007,Hubballi Office,54.46,5,2023-07-24,2024-11-02,False,Hire
399,EMP_0218,Roopa,Kumbari,roopa.kumbari@company.com,Sales,Business Development Rep,L2,EMP_0007,Hubballi Office,60.51,4,2024-11-03,2026-01-10,False,Promotion
400,EMP_0218,Roopa,Kumbari,roopa.kumbari@company.com,Sales,Business Development Rep,L3,EMP_0007,Hubballi Office,66.96,3,2026-01-11,,True,Promotion
401,EMP_0219,Vijay,Shetty,vijay.shetty@company.com,Engineering,Software Engineer,L1,EMP_0023,Hubballi Office,84.56,4,2021-08-07,2022-03-05,False,Hire
402,EMP_0220,Manjunath,Kumbari,manjunath.kumbari@company.com,Marketing,Marketing Manager,L1,EMP_0010,Hubballi Office,63.85,5,2024-04-25,2025-07-15,False,Hire
403,EMP_0220,Manjunath,Kumbari,manjunath.kumbari@company.com,Marketing,Marketing Manager,L2,EMP_0010,Hubballi Office,77.67,4,2025-07-16,2026-09-10,False,Promotion
404,EMP_0220,Manjunath,Kumbari,manjunath.kumbari@company.com,Marketing,Marketing Manager,L3,EMP_0010,Hubballi Office,90.11,4,2026-09-11,,True,Promotion
405,EMP_0221,Roopa,Kumbari,roopa.kumbari@company.com,Engineering,Software Engineer,L1,EMP_0030,Remote - India,49.0,3,2025-06-08,2026-06-04,False,Hire
406,EMP_0221,Roopa,Kumbari,roopa.kumbari@company.com,Engineering,Software Engineer,L2,EMP_0030,Remote - India,61.18,4,2026-06-05,2027-04-18,False,Promotion
407,EMP_0221,Roopa,Kumbari,roopa.kumbari@company.com,Engineering,Software Engineer,L3,EMP_0030,Remote - India,71.99,3,2027-04-19,,True,Promotion
408,EMP_0222,Vijay,Nayaka,vijay.nayaka@company.com,Engineering,Senior Developer,L1,EMP_0003,Remote - India,26.67,5,2023-06-09,2024-08-23,False,Hire
409,EMP_0222,Vijay,Nayaka,vijay.nayaka@company.com,Engineering,Senior Developer,L2,EMP_0003,Remote - India,38.15,5,2024-08-24,,True,Promotion
410,EMP_0223,Kavitha,Kumbari,kavitha.kumbari@company.com,Marketing,Content Specialist,L1,EMP_0040,Hubballi Office,93.32,4,2021-06-16,2022-07-01,False,Hire
411,EMP_0223,Kavitha,Kumbari,kavitha.kumbari@company.com,Marketing,Content Specialist,L2,EMP_0040,Hubballi Office,99.0,3,2022-07-02,,True,Promotion
412,EMP_0224,Karthik,Patil,karthik.patil@company.com,Customer Success,CS Manager,L1,EMP_0037,Bengaluru Office,18.68,5,2023-04-01,2024-06-30,False,Hire
413,EMP_0224,Karthik,Patil,karthik.patil@company.com,Customer Success,CS Manager,L2,EMP_0037,Bengaluru Office,29.72,5,2024-07-01,,True,Promotion
414,EMP_0225,Kavitha,Rao,kavitha.rao@company.com,Customer Success,CS Specialist,L1,EMP_0013,Hubballi Office,72.03,4,2023-05-21,2024-11-09,False,Hire
415,EMP_0226,Deepika,Nayaka,deepika.nayaka@company.com,Sales,Sales Manager,L1,EMP_0049,Remote - India,45.38,2,2025-05-31,,True,Hire
416,EMP_0227,Vijay,Joshi,vijay.joshi@company.com,Engineering,QA Analyst,L1,EMP_0032,Remote - India,57.33,4,2022-07-08,2024-01-22,False,Hire
417,EMP_0227,Vijay,Joshi,vijay.joshi@company.com,Engineering,QA Analyst,L2,EMP_0032,Remote - India,67.81,5,2024-01-23,,True,Promotion
418,EMP_0228,Sandeep,Patil,sandeep.patil@company.com,Customer Success,CS Specialist,L1,EMP_0002,Remote - India,49.97,3,2023-08-15,2024-07-24,False,Hire
419,EMP_0228,Sandeep,Patil,sandeep.patil@company.com,Customer Success,CS Specialist,L2,EMP_0002,Remote - India,61.44,4,2024-07-25,,True,Promotion
420,EMP_0229,Manjunath,Bhat,manjunath.bhat@company.com,Finance,Financial Analyst,L1,EMP_0007,Hubballi Office,89.38,3,2024-03-21,2025-11-12,False,Hire
421,EMP_0230,Kavitha,Rao,kavitha.rao@company.com,Engineering,Senior Developer,L1,EMP_0032,Mumbai Office,55.01,3,2023-04-05,,True,Hire
422,EMP_0231,Karthik,Gowda,karthik.gowda@company.com,HR,Talent Acquisition Specialist,L1,EMP_0013,Hubballi Office,57.27,4,2023-05-09,2024-12-27,False,Hire
423,EMP_0231,Karthik,Gowda,karthik.gowda@company.com,HR,Talent Acquisition Specialist,L2,EMP_0013,Hubballi Office,69.37,5,2024-12-28,2025-12-14,False,Promotion
424,EMP_0231,Karthik,Gowda,karthik.gowda@company.com,HR,Talent Acquisition Specialist,L3,EMP_0013,Hubballi Office,81.21,5,2025-12-15,,True,Promotion
425,EMP_0232,Sandeep,Kulkarni,sandeep.kulkarni@company.com,Marketing,Content Specialist,L1,EMP_0042,Remote - India,22.41,2,2023-04-16,2024-10-10,False,Hire
426,EMP_0233,Kavitha,Rao,kavitha.rao@company.com,Engineering,Tech Lead,L1,EMP_0038,Remote - India,29.58,3,2023-01-06,2024-04-09,False,Hire
427,EMP_0233,Kavitha,Rao,kavitha.rao@company.com,Engineering,Tech Lead,L2,EMP_0038,Remote - India,40.92,2,2024-04-10,2025-05-21,False,Promotion
428,EMP_0233,Kavitha,Rao,kavitha.rao@company.com,Engineering,Tech Lead,L3,EMP_0038,Remote - India,48.12,2,2025-05-22,,True,Promotion
429,EMP_0234,Vijay,Rao,vijay.rao@company.com,HR,HR Associate,L1,EMP_0028,Mumbai Office,45.46,4,2024-10-15,2025-10-27,False,Hire
430,EMP_0234,Vijay,Rao,vijay.rao@company.com,HR,HR Associate,L2,EMP_0028,Mumbai Office,57.57,5,2025-10-28,2026-09-22,False,Promotion
431,EMP_0234,Vijay,Rao,vijay.rao@company.com,HR,HR Associate,L3,EMP_0028,Mumbai Office,65.91,5,2026-09-23,,True,Promotion
432,EMP_0235,Kavitha,Rao,kavitha.rao@company.com,Customer Success,Support Engineer,L1,EMP_0017,Hubballi Office,18.41,2,2024-05-11,2025-11-02,False,Hire
433,EMP_0235,Kavitha,Rao,kavitha.rao@company.com,Customer Success,Support Engineer,L2,EMP_0017,Hubballi Office,30.65,2,2025-11-03,2027-01-19,False,Promotion
434,EMP_0235,Kavitha,Rao,kavitha.rao@company.com,Customer Success,Support Engineer,L3,EMP_0017,Hubballi Office,36.13,1,2027-01-20,,True,Promotion
435,EMP_0236,Priyanka,Rao,priyanka.rao@company.com,HR,Talent Acquisition Specialist,L1,EMP_0008,Hubballi Office,78.36,2,2023-11-19,2025-03-27,False,Hire
436,EMP_0236,Priyanka,Rao,priyanka.rao@company.com,HR,Talent Acquisition Specialist,L2,EMP_0008,Hubballi Office,91.75,1,2025-03-28,2026-05-16,False,Promotion
437,EMP_0236,Priyanka,Rao,priyanka.rao@company.com,HR,Talent Acquisition Specialist,L3,EMP_0008,Hubballi Office,99.0,0,2026-05-17,,True,Promotion
438,EMP_0237,Manjunath,Rao,manjunath.rao@company.com,Sales,Business Development Rep,L1,EMP_0024,Remote - India,34.16,4,2023-11-04,2024-10-19,False,Hire
439,EMP_0237,Manjunath,Rao,manjunath.rao@company.com,Sales,Business Development Rep,L2,EMP_0024,Remote - India,47.31,4,2024-10-20,,True,Promotion
440,EMP_0238,Manjunath,Patil,manjunath.patil@company.com,HR,HR Associate,L1,EMP_0046,Bengaluru Office,16.55,2,2021-08-28,2022-10-27,False,Hire
441,EMP_0238,Manjunath,Patil,manjunath.patil@company.com,HR,HR Associate,L2,EMP_0046,Bengaluru Office,23.44,3,2022-10-28,2023-09-28,False,Promotion
442,EMP_0238,Manjunath,Patil,manjunath.patil@company.com,HR,HR Associate,L3,EMP_0046,Bengaluru Office,29.84,4,2023-09-29,,True,Promotion
443,EMP_0239,Deepika,Bhat,deepika.bhat@company.com,Sales,Business Development Rep,L1,EMP_0015,Mumbai Office,79.6,5,2023-05-22,2025-03-31,False,Hire
444,EMP_0240,Roopa,Patil,roopa.patil@company.com,HR,HR Business Partner,L1,EMP_0015,Remote - India,31.34,2,2021-06-04,2022-10-07,False,Hire
445,EMP_0240,Roopa,Patil,roopa.patil@company.com,HR,HR Business Partner,L2,EMP_0015,Remote - India,39.98,2,2022-10-08,,True,Promotion
446,EMP_0241,Priyanka,Kulkarni,priyanka.kulkarni@company.com,Engineering,Tech Lead,L1,EMP_0013,Mumbai Office,33.01,5,2021-12-16,2023-03-09,False,Hire
447,EMP_0241,Priyanka,Kulkarni,priyanka.kulkarni@company.com,Engineering,Tech Lead,L2,EMP_0013,Mumbai Office,41.06,5,2023-03-10,,True,Promotion
448,EMP_0242,Deepika,Gowda,deepika.gowda@company.com,Engineering,QA Analyst,L1,EMP_0050,Mumbai Office,31.63,4,2024-07-08,2024-10-09,False,Hire
449,EMP_0243,Shweta,Kulkarni,shweta.kulkarni@company.com,HR,HR Associate,L1,EMP_0047,Hubballi Office,39.86,3,2022-07-17,2024-02-26,False,Hire
450,EMP_0243,Shweta,Kulkarni,shweta.kulkarni@company.com,HR,HR Associate,L2,EMP_0047,Hubballi Office,46.02,3,2024-02-27,,True,Promotion
451,EMP_0244,Deepika,Desai,deepika.desai@company.com,Finance,Finance Controller,L1,EMP_0032,Remote - India,58.36,3,2024-09-19,2025-11-09,False,Hire
452,EMP_0244,Deepika,Desai,deepika.desai@company.com,Finance,Finance Controller,L2,EMP_0032,Remote - India,68.8,4,2025-11-10,,True,Promotion
453,EMP_0245,Vijay,Nayaka,vijay.nayaka@company.com,Customer Success,CS Specialist,L1,EMP_0022,Hubballi Office,52.81,4,2022-06-09,,True,Hire
454,EMP_0246,Karthik,Kumbari,karthik.kumbari@company.com,Sales,Account Executive,L1,EMP_0016,Remote - India,24.94,5,2023-03-25,,True,Hire
455,EMP_0247,Deepika,Kulkarni,deepika.kulkarni@company.com,Marketing,SEO Executive,L1,EMP_0001,Mumbai Office,30.36,4,2023-09-24,2025-02-19,False,Hire
456,EMP_0248,Manjunath,Patil,manjunath.patil@company.com,Customer Success,CS Manager,L1,EMP_0034,Mumbai Office,85.75,5,2021-08-08,2023-01-02,False,Hire
457,EMP_0248,Manjunath,Patil,manjunath.patil@company.com,Customer Success,CS Manager,L2,EMP_0034,Mumbai Office,91.15,5,2023-01-03,2024-07-19,False,Promotion
458,EMP_0248,Manjunath,Patil,manjunath.patil@company.com,Customer Success,CS Manager,L3,EMP_0034,Mumbai Office,99.0,5,2024-07-20,,True,Promotion
459,EMP_0249,Shweta,Bhat,shweta.bhat@company.com,Customer Success,CS Specialist,L1,EMP_0006,Bengaluru Office,72.93,3,2021-12-18,2023-04-21,False,Hire
460,EMP_0249,Shweta,Bhat,shweta.bhat@company.com,Customer Success,CS Specialist,L2,EMP_0006,Bengaluru Office,85.32,3,2023-04-22,2024-03-20,False,Promotion
461,EMP_0249,Shweta,Bhat,shweta.bhat@company.com,Customer Success,CS Specialist,L3,EMP_0006,Bengaluru Office,93.74,3,2024-03-21,,True,Promotion
462,EMP_0250,Sandeep,Kulkarni,sandeep.kulkarni@company.com,Marketing,Content Specialist,L1,EMP_0006,Hubballi Office,78.11,4,2021-12-29,2022-11-09,False,Hire
463,EMP_0250,Sandeep,Kulkarni,sandeep.kulkarni@company.com,Marketing,Content Specialist,L2,EMP_0006,Hubballi Office,90.63,3,2022-11-10,2023-09-10,False,Promotion
464,EMP_0250,Sandeep,Kulkarni,sandeep.kulkarni@company.com,Marketing,Content Specialist,L3,EMP_0006,Hubballi Office,97.17,2,2023-09-11,,True,Promotion
465,EMP_0251,Vijay,Gowda,vijay.gowda@company.com,Finance,Accountant,L1,EMP_0017,Mumbai Office,62.57,4,2022-04-17,2023-05-04,False,Hire
466,EMP_0251,Vijay,Gowda,vijay.gowda@company.com,Finance,Accountant,L2,EMP_0017,Mumbai Office,69.83,4,2023-05-05,,True,Promotion
467,EMP_0252,Priyanka,Desai,priyanka.desai@company.com,Sales,Business Development Rep,L1,EMP_0014,Remote - India,72.26,5,2025-07-02,,True,Hire
468,EMP_0253,Anil,Nayaka,anil.nayaka@company.com,Marketing,SEO Executive,L1,EMP_0022,Hubballi Office,58.73,3,2022-05-31,2023-11-17,False,Hire
469,EMP_0253,Anil,Nayaka,anil.nayaka@company.com,Marketing,SEO Executive,L2,EMP_0022,Hubballi Office,64.7,3,2023-11-18,2024-12-27,False,Promotion
470,EMP_0253,Anil,Nayaka,anil.nayaka@company.com,Marketing,SEO Executive,L3,EMP_0022,Hubballi Office,72.82,3,2024-12-28,,True,Promotion
471,EMP_0254,Anil,Shetty,anil.shetty@company.com,HR,Talent Acquisition Specialist,L1,EMP_0018,Mumbai Office,63.9,3,2024-08-19,,True,Hire
472,EMP_0255,Kavitha,Rao,kavitha.rao@company.com,Customer Success,CS Specialist,L1,EMP_0006,Remote - India,54.55,2,2021-09-14,2022-09-22,False,Hire
473,EMP_0255,Kavitha,Rao,kavitha.rao@company.com,Customer Success,CS Specialist,L2,EMP_0006,Remote - India,68.56,3,2022-09-23,2024-02-22,False,Promotion
474,EMP_0255,Kavitha,Rao,kavitha.rao@company.com,Customer Success,CS Specialist,L3,EMP_0006,Remote - India,77.77,3,2024-02-23,,True,Promotion
475,EMP_0256,Karthik,Gowda,karthik.gowda@company.com,Finance,Financial Analyst,L1,EMP_0022,Bengaluru Office,92.48,2,2025-04-15,,True,Hire
476,EMP_0257,Shweta,Nayaka,shweta.nayaka@company.com,Marketing,Marketing Manager,L1,EMP_0043,Bengaluru Office,49.27,4,2023-08-08,2025-09-30,False,Hire
477,EMP_0258,Priyanka,Rao,priyanka.rao@company.com,Engineering,Software Engineer,L1,EMP_0008,Hubballi Office,81.29,2,2024-03-07,,True,Hire
478,EMP_0259,Anil,Desai,anil.desai@company.com,Engineering,QA Analyst,L1,EMP_0034,Mumbai Office,44.26,2,2024-07-07,,True,Hire
479,EMP_0260,Priyanka,Gowda,priyanka.gowda@company.com,HR,HR Business Partner,L1,EMP_0033,Remote - India,28.71,2,2025-01-23,2026-05-26,False,Hire
480,EMP_0261,Anil,Bhat,anil.bhat@company.com,HR,Talent Acquisition Specialist,L1,EMP_0021,Bengaluru Office,78.79,4,2025-06-08,,True,Hire
481,EMP_0262,Roopa,Patil,roopa.patil@company.com,Engineering,Tech Lead,L1,EMP_0001,Hubballi Office,26.76,4,2025-03-07,2026-07-15,False,Hire
482,EMP_0262,Roopa,Patil,roopa.patil@company.com,Engineering,Tech Lead,L2,EMP_0001,Hubballi Office,36.29,4,2026-07-16,2027-06-28,False,Promotion
483,EMP_0262,Roopa,Patil,roopa.patil@company.com,Engineering,Tech Lead,L3,EMP_0001,Hubballi Office,48.25,3,2027-06-29,,True,Promotion
484,EMP_0263,Karthik,Desai,karthik.desai@company.com,Customer Success,Support Engineer,L1,EMP_0049,Hubballi Office,31.34,3,2024-06-06,2025-07-05,False,Hire
485,EMP_0263,Karthik,Desai,karthik.desai@company.com,Customer Success,Support Engineer,L2,EMP_0049,Hubballi Office,39.76,4,2025-07-06,,True,Promotion
486,EMP_0264,Manjunath,Bhat,manjunath.bhat@company.com,Customer Success,CS Manager,L1,EMP_0012,Mumbai Office,93.28,2,2022-01-30,,True,Hire
487,EMP_0265,Roopa,Joshi,roopa.joshi@company.com,Customer Success,CS Specialist,L1,EMP_0044,Hubballi Office,63.66,2,2024-11-28,,True,Hire
488,EMP_0266,Priyanka,Bhat,priyanka.bhat@company.com,Sales,Sales Manager,L1,EMP_0048,Mumbai Office,17.9,3,2022-10-11,2024-03-01,False,Hire
489,EMP_0266,Priyanka,Bhat,priyanka.bhat@company.com,Sales,Sales Manager,L2,EMP_0048,Mumbai Office,27.42,4,2024-03-02,2025-04-02,False,Promotion
